UID,Is Target Cell,Is CTC,Object Index,Study Identifier Left Number,Study Identifier Right Number
27526,0,0,6600,190827,161926
27527,0,0,6601,190827,161926
27528,0,0,6602,190827,161926
27529,0,0,6603,190827,161926
27530,0,0,6604,190827,161926
27531,0,0,6605,190827,161926
27532,0,0,6606,190827,161926
27533,0,0,6607,190827,161926
27534,0,0,6608,190827,161926
27535,0,0,6609,190827,161926
27536,0,0,6610,190827,161926
27537,0,0,6611,190827,161926
27538,0,0,6612,190827,161926
27539,0,0,6613,190827,161926
27540,0,0,6614,190827,161926
27541,0,0,6615,190827,161926
27542,0,0,6616,190827,161926
27543,0,0,6617,190827,161926
27544,0,0,6618,190827,161926
27545,0,0,6619,190827,161926
27546,0,0,6620,190827,161926
27547,0,0,6621,190827,161926
27548,0,0,6622,190827,161926
27549,0,0,6623,190827,161926
27550,0,0,6624,190827,161926
27551,0,0,6625,190827,161926
27552,0,0,6626,190827,161926
27553,0,0,6627,190827,161926
27554,0,0,6628,190827,161926
27555,0,0,6629,190827,161926
27556,0,0,6630,190827,161926
27557,0,0,6631,190827,161926
27558,0,0,6632,190827,161926
27559,0,0,6633,190827,161926
27560,0,0,6634,190827,161926
27561,0,0,6635,190827,161926
27562,0,0,6636,190827,161926
27563,0,0,6637,190827,161926
27564,0,0,6638,190827,161926
27565,0,0,6639,190827,161926
27566,0,0,6640,190827,161926
27567,0,0,6641,190827,161926
27568,0,0,6642,190827,161926
27569,0,0,6643,190827,161926
27570,0,0,6644,190827,161926
27571,0,0,6645,190827,161926
27572,0,0,6646,190827,161926
27573,0,0,6647,190827,161926
27574,0,0,6648,190827,161926
27575,0,0,6649,190827,161926
27576,0,0,6650,190827,161926
27577,0,0,6651,190827,161926
27578,0,0,6652,190827,161926
27579,0,0,6653,190827,161926
27580,0,0,6654,190827,161926
27581,0,0,6655,190827,161926
27582,0,0,6656,190827,161926
27583,0,0,6657,190827,161926
27584,0,0,6658,190827,161926
27585,0,0,6659,190827,161926
27586,0,0,6660,190827,161926
27587,0,0,6661,190827,161926
27588,0,0,6662,190827,161926
27589,0,0,6663,190827,161926
27590,0,0,6664,190827,161926
27591,0,0,6665,190827,161926
27592,0,0,6666,190827,161926
27593,0,0,6667,190827,161926
27594,0,0,6668,190827,161926
27595,0,0,6669,190827,161926
27596,0,0,6670,190827,161926
27597,0,0,6671,190827,161926
27598,0,0,6672,190827,161926
27599,0,0,6673,190827,161926
27600,0,0,6674,190827,161926
27601,0,0,6675,190827,161926
27602,0,0,6676,190827,161926
27603,0,0,6677,190827,161926
27604,0,0,6678,190827,161926
27605,0,0,6679,190827,161926
27606,0,0,6680,190827,161926
27607,0,0,6681,190827,161926
27608,0,0,6682,190827,161926
27609,0,0,6683,190827,161926
27610,0,0,6684,190827,161926
27611,0,0,6685,190827,161926
27612,0,0,6686,190827,161926
27613,0,0,6687,190827,161926
27614,0,0,6688,190827,161926
27615,0,0,6689,190827,161926
27616,0,0,6690,190827,161926
27617,0,0,6691,190827,161926
27618,0,0,6692,190827,161926
27619,0,0,6693,190827,161926
27620,0,0,6694,190827,161926
27621,0,0,6695,190827,161926
27622,0,0,6696,190827,161926
27623,0,0,6697,190827,161926
27624,0,0,6698,190827,161926
27625,0,0,6699,190827,161926
27626,0,0,6700,190827,161926
27627,0,0,6701,190827,161926
27628,0,0,6702,190827,161926
27629,0,0,6703,190827,161926
27630,0,0,6704,190827,161926
27631,0,0,6705,190827,161926
27632,0,0,6706,190827,161926
27633,0,0,6707,190827,161926
27634,0,0,6708,190827,161926
27635,0,0,6709,190827,161926
27636,0,0,6710,190827,161926
27637,0,0,6711,190827,161926
27638,0,0,6712,190827,161926
27639,0,0,6713,190827,161926
27640,0,0,6714,190827,161926
27641,0,0,6715,190827,161926
27642,0,0,6716,190827,161926
27643,0,0,6717,190827,161926
27644,0,0,6718,190827,161926
27645,0,0,6719,190827,161926
27646,0,0,6720,190827,161926
27647,0,0,6721,190827,161926
27648,0,0,6722,190827,161926
27649,0,0,6723,190827,161926
27650,0,0,6724,190827,161926
27651,0,0,6725,190827,161926
27652,0,0,6726,190827,161926
27653,0,0,6727,190827,161926
27654,0,0,6728,190827,161926
27655,0,0,6729,190827,161926
27656,0,0,6730,190827,161926
27657,0,0,6731,190827,161926
27658,0,0,6732,190827,161926
27659,0,0,6733,190827,161926
27660,0,0,6734,190827,161926
27661,0,0,6735,190827,161926
27662,0,0,6736,190827,161926
27663,0,0,6737,190827,161926
27664,0,0,6738,190827,161926
27665,0,0,6739,190827,161926
27666,0,0,6740,190827,161926
27667,0,0,6741,190827,161926
27668,0,0,6742,190827,161926
27669,0,0,6743,190827,161926
27670,0,0,6744,190827,161926
27671,0,0,6745,190827,161926
27672,0,0,6746,190827,161926
27673,0,0,6747,190827,161926
27674,0,0,6748,190827,161926
27675,0,0,6749,190827,161926
27676,0,0,6750,190827,161926
27677,0,0,6751,190827,161926
27678,0,0,6752,190827,161926
27679,0,0,6753,190827,161926
27680,0,0,6754,190827,161926
27681,0,0,6755,190827,161926
27682,0,0,6756,190827,161926
27683,0,0,6757,190827,161926
27684,0,0,6758,190827,161926
27685,0,0,6759,190827,161926
27686,0,0,6760,190827,161926
27687,0,0,6761,190827,161926
27688,0,0,6762,190827,161926
27689,0,0,6763,190827,161926
27690,0,0,6764,190827,161926
27691,0,0,6765,190827,161926
27692,0,0,6766,190827,161926
27693,0,0,6767,190827,161926
27694,0,0,6768,190827,161926
27695,0,0,6769,190827,161926
27696,0,0,6770,190827,161926
27697,0,0,6771,190827,161926
27698,0,0,6772,190827,161926
27699,0,0,6773,190827,161926
27700,0,0,6774,190827,161926
27701,0,0,6775,190827,161926
27702,0,0,6776,190827,161926
27703,0,0,6777,190827,161926
27704,0,0,6778,190827,161926
27705,0,0,6779,190827,161926
27706,0,0,6780,190827,161926
27707,0,0,6781,190827,161926
27708,0,0,6782,190827,161926
27709,0,0,6783,190827,161926
27710,0,0,6784,190827,161926
27711,0,0,6785,190827,161926
27712,0,0,6786,190827,161926
27713,0,0,6787,190827,161926
27714,0,0,6788,190827,161926
27715,0,0,6789,190827,161926
27716,0,0,6790,190827,161926
27717,0,0,6791,190827,161926
27718,0,0,6792,190827,161926
27719,0,0,6793,190827,161926
27720,0,0,6794,190827,161926
27721,0,0,6795,190827,161926
27722,0,0,6796,190827,161926
27723,0,0,6797,190827,161926
27724,0,0,6798,190827,161926
27725,0,0,6799,190827,161926
27726,0,0,6800,190827,161926
27727,0,0,6801,190827,161926
27728,0,0,6802,190827,161926
27729,0,0,6803,190827,161926
27730,0,0,6804,190827,161926
27731,0,0,6805,190827,161926
27732,0,0,6806,190827,161926
27733,0,0,6807,190827,161926
27734,0,0,6808,190827,161926
27735,0,0,6809,190827,161926
27736,0,0,6810,190827,161926
27737,0,0,6811,190827,161926
27738,0,0,6812,190827,161926
27739,0,0,6813,190827,161926
27740,0,0,6814,190827,161926
27741,0,0,6815,190827,161926
27742,0,0,6816,190827,161926
27743,0,0,6817,190827,161926
27744,0,0,6818,190827,161926
27745,0,0,6819,190827,161926
27746,0,0,6820,190827,161926
27747,0,0,6821,190827,161926
27748,0,0,6822,190827,161926
27749,0,0,6823,190827,161926
27750,0,0,6824,190827,161926
27751,0,0,6825,190827,161926
27752,0,0,6826,190827,161926
27753,0,0,6827,190827,161926
27754,0,0,6828,190827,161926
27755,0,0,6829,190827,161926
27756,0,0,6830,190827,161926
27757,0,0,6831,190827,161926
27758,0,0,6832,190827,161926
27759,0,0,6833,190827,161926
27760,0,0,6834,190827,161926
27761,0,0,6835,190827,161926
27762,0,0,6836,190827,161926
27763,0,0,6837,190827,161926
27764,0,0,6838,190827,161926
27765,0,0,6839,190827,161926
27766,0,0,6840,190827,161926
27767,0,0,6841,190827,161926
27768,0,0,6842,190827,161926
27769,0,0,6843,190827,161926
27770,0,0,6844,190827,161926
27771,0,0,6845,190827,161926
27772,0,0,6846,190827,161926
27773,0,0,6847,190827,161926
27774,0,0,6848,190827,161926
27775,0,0,6849,190827,161926
27776,0,0,6850,190827,161926
27777,0,0,6851,190827,161926
27778,0,0,6852,190827,161926
27779,0,0,6853,190827,161926
27780,0,0,6854,190827,161926
27781,0,0,6855,190827,161926
27782,0,0,6856,190827,161926
27783,0,0,6857,190827,161926
27784,0,0,6858,190827,161926
27785,0,0,6859,190827,161926
27786,0,0,6860,190827,161926
27787,0,0,6861,190827,161926
27788,0,0,6862,190827,161926
27789,0,0,6863,190827,161926
27790,0,0,6864,190827,161926
27791,0,0,6865,190827,161926
27792,0,0,6866,190827,161926
27793,0,0,6867,190827,161926
27794,0,0,6868,190827,161926
27795,0,0,6869,190827,161926
27796,0,0,6870,190827,161926
27797,0,0,6871,190827,161926
27798,0,0,6872,190827,161926
27799,0,0,6873,190827,161926
27800,0,0,6874,190827,161926
27801,0,0,6875,190827,161926
27802,0,0,6876,190827,161926
27803,0,0,6877,190827,161926
27804,0,0,6878,190827,161926
27805,0,0,6879,190827,161926
27806,0,0,6880,190827,161926
27807,0,0,6881,190827,161926
27808,0,0,6882,190827,161926
27809,0,0,6883,190827,161926
27810,0,0,6884,190827,161926
27811,0,0,6885,190827,161926
27812,0,0,6886,190827,161926
27813,0,0,6887,190827,161926
27814,0,0,6888,190827,161926
27815,0,0,6889,190827,161926
27816,0,0,6890,190827,161926
27817,0,0,6891,190827,161926
27818,0,0,6892,190827,161926
27819,0,0,6893,190827,161926
27820,0,0,6894,190827,161926
27821,0,0,6895,190827,161926
27822,0,0,6896,190827,161926
27823,0,0,6897,190827,161926
27824,0,0,6898,190827,161926
27825,0,0,6899,190827,161926
27826,0,0,6900,190827,161926
27827,0,0,6901,190827,161926
27828,0,0,6902,190827,161926
27829,0,0,6903,190827,161926
27830,0,0,6904,190827,161926
27831,0,0,6905,190827,161926
27832,0,0,6906,190827,161926
27833,0,0,6907,190827,161926
27834,0,0,6908,190827,161926
27835,0,0,6909,190827,161926
27836,0,0,6910,190827,161926
27837,0,0,6911,190827,161926
27838,0,0,6912,190827,161926
27839,0,0,6913,190827,161926
27840,0,0,6914,190827,161926
27841,0,0,6915,190827,161926
27842,0,0,6916,190827,161926
27843,0,0,6917,190827,161926
27844,0,0,6918,190827,161926
27845,0,0,6919,190827,161926
27846,0,0,6920,190827,161926
27847,0,0,6921,190827,161926
27848,0,0,6922,190827,161926
27849,0,0,6923,190827,161926
27850,0,0,6924,190827,161926
27851,0,0,6925,190827,161926
27852,0,0,6926,190827,161926
27853,0,0,6927,190827,161926
27854,0,0,6928,190827,161926
27855,0,0,6929,190827,161926
27856,0,0,6930,190827,161926
27857,0,0,6931,190827,161926
27858,0,0,6932,190827,161926
27859,0,0,6933,190827,161926
27860,0,0,6934,190827,161926
27861,0,0,6935,190827,161926
27862,0,0,6936,190827,161926
27863,0,0,6937,190827,161926
27864,0,0,6938,190827,161926
27865,0,0,6939,190827,161926
27866,0,0,6940,190827,161926
27867,0,0,6941,190827,161926
27868,0,0,6942,190827,161926
27869,0,0,6943,190827,161926
27870,0,0,6944,190827,161926
27871,0,0,6945,190827,161926
27872,0,0,6946,190827,161926
27873,0,0,6947,190827,161926
27874,0,0,6948,190827,161926
27875,0,0,6949,190827,161926
27876,0,0,6950,190827,161926
27877,0,0,6951,190827,161926
27878,0,0,6952,190827,161926
27879,0,0,6953,190827,161926
27880,0,0,6954,190827,161926
27881,0,0,6955,190827,161926
27882,0,0,6956,190827,161926
27883,0,0,6957,190827,161926
27884,0,0,6958,190827,161926
27885,0,0,6959,190827,161926
27886,0,0,6960,190827,161926
27887,0,0,6961,190827,161926
27888,0,0,6962,190827,161926
27889,0,0,6963,190827,161926
27890,0,0,6964,190827,161926
27891,0,0,6965,190827,161926
27892,0,0,6966,190827,161926
27893,0,0,6967,190827,161926
27894,0,0,6968,190827,161926
27895,0,0,6969,190827,161926
27896,0,0,6970,190827,161926
27897,0,0,6971,190827,161926
27898,0,0,6972,190827,161926
27899,0,0,6973,190827,161926
27900,0,0,6974,190827,161926
27901,0,0,6975,190827,161926
27902,0,0,6976,190827,161926
27903,0,0,6977,190827,161926
27904,0,0,6978,190827,161926
27905,0,0,6979,190827,161926
27906,0,0,6980,190827,161926
27907,0,0,6981,190827,161926
27908,0,0,6982,190827,161926
27909,0,0,6983,190827,161926
27910,0,0,6984,190827,161926
27911,0,0,6985,190827,161926
27912,0,0,6986,190827,161926
27913,0,0,6987,190827,161926
27914,0,0,6988,190827,161926
27915,0,0,6989,190827,161926
27916,0,0,6990,190827,161926
27917,0,0,6991,190827,161926
27918,0,0,6992,190827,161926
27919,1,0,6993,190827,161926
27920,0,0,6994,190827,161926
27921,0,0,6995,190827,161926
27922,0,0,6996,190827,161926
27923,0,0,6997,190827,161926
27924,0,0,6998,190827,161926
27925,0,0,6999,190827,161926
27926,0,0,7000,190827,161926
27927,0,0,7001,190827,161926
27928,0,0,7002,190827,161926
27929,0,0,7003,190827,161926
27930,0,0,7004,190827,161926
27931,0,0,7005,190827,161926
27932,0,0,7006,190827,161926
27933,0,0,7007,190827,161926
27934,0,0,7008,190827,161926
27935,0,0,7009,190827,161926
27936,0,0,7010,190827,161926
27937,0,0,7011,190827,161926
27938,0,0,7012,190827,161926
27939,0,0,7013,190827,161926
27940,0,0,7014,190827,161926
27941,0,0,7015,190827,161926
27942,0,0,7016,190827,161926
27943,0,0,7017,190827,161926
27944,0,0,7018,190827,161926
27945,0,0,7019,190827,161926
27946,0,0,7020,190827,161926
27947,0,0,7021,190827,161926
27948,0,0,7022,190827,161926
27949,0,0,7023,190827,161926
27950,0,0,7024,190827,161926
27951,0,0,7025,190827,161926
27952,0,0,7026,190827,161926
27953,0,0,7027,190827,161926
27954,0,0,7028,190827,161926
27955,0,0,7029,190827,161926
27956,0,0,7030,190827,161926
27957,0,0,7031,190827,161926
27958,0,0,7032,190827,161926
27959,0,0,7033,190827,161926
27960,0,0,7034,190827,161926
27961,0,0,7035,190827,161926
27962,0,0,7036,190827,161926
27963,0,0,7037,190827,161926
27964,0,0,7038,190827,161926
27965,0,0,7039,190827,161926
27966,0,0,7040,190827,161926
27967,1,0,7041,190827,161926
27968,0,0,7042,190827,161926
27969,0,0,7043,190827,161926
27970,0,0,7044,190827,161926
27971,0,0,7045,190827,161926
27972,0,0,7046,190827,161926
27973,0,0,7047,190827,161926
27974,0,0,7048,190827,161926
27975,0,0,7049,190827,161926
27976,0,0,7050,190827,161926
27977,0,0,7051,190827,161926
27978,0,0,7052,190827,161926
27979,0,0,7053,190827,161926
27980,0,0,7054,190827,161926
27981,0,0,7055,190827,161926
27982,0,0,7056,190827,161926
27983,0,0,7057,190827,161926
27984,0,0,7058,190827,161926
27985,0,0,7059,190827,161926
27986,0,0,7060,190827,161926
27987,0,0,7061,190827,161926
27988,0,0,7062,190827,161926
27989,0,0,7063,190827,161926
27990,0,0,7064,190827,161926
27991,0,0,7065,190827,161926
27992,0,0,7066,190827,161926
27993,0,0,7067,190827,161926
27994,0,0,7068,190827,161926
27995,0,0,7069,190827,161926
27996,0,0,7070,190827,161926
27997,0,0,7071,190827,161926
27998,0,0,7072,190827,161926
27999,0,0,7073,190827,161926
28000,0,0,7074,190827,161926
28001,0,0,7075,190827,161926
28002,0,0,7076,190827,161926
28003,0,0,7077,190827,161926
28004,0,0,7078,190827,161926
28005,0,0,7079,190827,161926
28006,0,0,7080,190827,161926
28007,0,0,7081,190827,161926
28008,0,0,7082,190827,161926
28009,0,0,7083,190827,161926
28010,0,0,7084,190827,161926
28011,0,0,7085,190827,161926
28012,0,0,7086,190827,161926
28013,0,0,7087,190827,161926
28014,0,0,7088,190827,161926
28015,0,0,7089,190827,161926
28016,0,0,7090,190827,161926
28017,0,0,7091,190827,161926
28018,0,0,7092,190827,161926
28019,0,0,7093,190827,161926
28020,0,0,7094,190827,161926
28021,0,0,7095,190827,161926
28022,0,0,7096,190827,161926
28023,0,0,7097,190827,161926
28024,0,0,7098,190827,161926
28025,0,0,7099,190827,161926
28026,0,0,7100,190827,161926
28027,0,0,7101,190827,161926
28028,0,0,7102,190827,161926
28029,0,0,7103,190827,161926
28030,0,0,7104,190827,161926
28031,0,0,7105,190827,161926
28032,0,0,7106,190827,161926
28033,0,0,7107,190827,161926
28034,0,0,7108,190827,161926
28035,0,0,7109,190827,161926
28036,0,0,7110,190827,161926
28037,0,0,7111,190827,161926
28038,0,0,7112,190827,161926
28039,0,0,7113,190827,161926
28040,0,0,7114,190827,161926
28041,0,0,7115,190827,161926
28042,0,0,7116,190827,161926
28043,0,0,7117,190827,161926
28044,0,0,7118,190827,161926
28045,0,0,7119,190827,161926
28046,0,0,7120,190827,161926
28047,0,0,7121,190827,161926
28048,0,0,7122,190827,161926
28049,0,0,7123,190827,161926
28050,0,0,7124,190827,161926
28051,0,0,7125,190827,161926
28052,0,0,7126,190827,161926
28053,0,0,7127,190827,161926
28054,0,0,7128,190827,161926
28055,0,0,7129,190827,161926
28056,0,0,7130,190827,161926
28057,0,0,7131,190827,161926
28058,0,0,7132,190827,161926
28059,0,0,7133,190827,161926
28060,0,0,7134,190827,161926
28061,0,0,7135,190827,161926
28062,0,0,7136,190827,161926
28063,0,0,7137,190827,161926
28064,0,0,7138,190827,161926
28065,0,0,7139,190827,161926
28066,0,0,7140,190827,161926
28067,0,0,7141,190827,161926
28068,0,0,7142,190827,161926
28069,0,0,7143,190827,161926
28070,0,0,7144,190827,161926
28071,0,0,7145,190827,161926
28072,0,0,7146,190827,161926
28073,0,0,7147,190827,161926
28074,0,0,7148,190827,161926
28075,0,0,7149,190827,161926
28076,0,0,7150,190827,161926
28077,0,0,7151,190827,161926
28078,0,0,7152,190827,161926
28079,0,0,7153,190827,161926
28080,0,0,7154,190827,161926
28081,0,0,7155,190827,161926
28082,0,0,7156,190827,161926
28083,0,0,7157,190827,161926
28084,0,0,7158,190827,161926
28085,0,0,7159,190827,161926
28086,0,0,7160,190827,161926
28087,0,0,7161,190827,161926
28088,0,0,7162,190827,161926
28089,0,0,7163,190827,161926
28090,0,0,7164,190827,161926
28091,0,0,7165,190827,161926
28092,0,0,7166,190827,161926
28093,0,0,7167,190827,161926
28094,0,0,7168,190827,161926
28095,0,0,7169,190827,161926
28096,0,0,7170,190827,161926
28097,0,0,7171,190827,161926
28098,0,0,7172,190827,161926
28099,0,0,7173,190827,161926
28100,0,0,7174,190827,161926
28101,0,0,7175,190827,161926
28102,0,0,7176,190827,161926
28103,0,0,7177,190827,161926
28104,0,0,7178,190827,161926
28105,0,0,7179,190827,161926
28106,0,0,7180,190827,161926
28107,0,0,7181,190827,161926
28108,0,0,7182,190827,161926
28109,0,0,7183,190827,161926
28110,0,0,7184,190827,161926
28111,0,0,7185,190827,161926
28112,0,0,7186,190827,161926
28113,0,0,7187,190827,161926
28114,0,0,7188,190827,161926
28115,0,0,7189,190827,161926
28116,0,0,7190,190827,161926
28117,0,0,7191,190827,161926
28118,0,0,7192,190827,161926
28119,0,0,7193,190827,161926
28120,0,0,7194,190827,161926
28121,0,0,7195,190827,161926
28122,0,0,7196,190827,161926
28123,0,0,7197,190827,161926
28124,0,0,7198,190827,161926
28125,0,0,7199,190827,161926
28126,0,0,7200,190827,161926
28127,0,0,7201,190827,161926
28128,0,0,7202,190827,161926
28129,0,0,7203,190827,161926
28130,0,0,7204,190827,161926
28131,0,0,7205,190827,161926
28132,0,0,7206,190827,161926
28133,0,0,7207,190827,161926
28134,0,0,7208,190827,161926
28135,0,0,7209,190827,161926
28136,0,0,7210,190827,161926
28137,0,0,7211,190827,161926
28138,0,0,7212,190827,161926
28139,0,0,7213,190827,161926
28140,0,0,7214,190827,161926
28141,0,0,7215,190827,161926
28142,0,0,7216,190827,161926
28143,0,0,7217,190827,161926
28144,0,0,7218,190827,161926
28145,0,0,7219,190827,161926
28146,0,0,7220,190827,161926
28147,0,0,7221,190827,161926
28148,0,0,7222,190827,161926
28149,0,0,7223,190827,161926
28150,0,0,7224,190827,161926
28151,0,0,7225,190827,161926
28152,0,0,7226,190827,161926
28153,0,0,7227,190827,161926
28154,0,0,7228,190827,161926
28155,0,0,7229,190827,161926
28156,0,0,7230,190827,161926
28157,0,0,7231,190827,161926
28158,0,0,7232,190827,161926
28159,0,0,7233,190827,161926
28160,0,0,7234,190827,161926
28161,0,0,7235,190827,161926
28162,0,0,7236,190827,161926
28163,0,0,7237,190827,161926
28164,0,0,7238,190827,161926
28165,0,0,7239,190827,161926
28166,0,0,7240,190827,161926
28167,0,0,7241,190827,161926
28168,0,0,7242,190827,161926
28169,0,0,7243,190827,161926
28170,0,0,7244,190827,161926
28171,0,0,7245,190827,161926
28172,0,0,7246,190827,161926
28173,0,0,7247,190827,161926
28174,0,0,7248,190827,161926
28175,0,0,7249,190827,161926
28176,0,0,7250,190827,161926
28177,0,0,7251,190827,161926
28178,0,0,7252,190827,161926
28179,0,0,7253,190827,161926
28180,0,0,7254,190827,161926
28181,0,0,7255,190827,161926
28182,0,0,7256,190827,161926
28183,0,0,7257,190827,161926
28184,0,0,7258,190827,161926
28185,0,0,7259,190827,161926
28186,0,0,7260,190827,161926
28187,0,0,7261,190827,161926
28188,0,0,7262,190827,161926
28189,0,0,7263,190827,161926
28190,0,0,7264,190827,161926
28191,0,0,7265,190827,161926
28192,0,0,7266,190827,161926
28193,0,0,7267,190827,161926
28194,0,0,7268,190827,161926
28195,0,0,7269,190827,161926
28196,0,0,7270,190827,161926
28197,0,0,7271,190827,161926
28198,0,0,7272,190827,161926
28199,0,0,7273,190827,161926
28200,0,0,7274,190827,161926
28201,0,0,7275,190827,161926
28202,0,0,7276,190827,161926
28203,0,0,7277,190827,161926
28204,0,0,7278,190827,161926
28205,0,0,7279,190827,161926
28206,0,0,7280,190827,161926
28207,0,0,7281,190827,161926
28208,0,0,7282,190827,161926
28209,0,0,7283,190827,161926
28210,0,0,7284,190827,161926
28211,0,0,7285,190827,161926
28212,0,0,7286,190827,161926
28213,0,0,7287,190827,161926
28214,0,0,7288,190827,161926
28215,0,0,7289,190827,161926
28216,0,0,7290,190827,161926
28217,0,0,7291,190827,161926
28218,0,0,7292,190827,161926
28219,0,0,7293,190827,161926
28220,0,0,7294,190827,161926
28221,0,0,7295,190827,161926
28222,0,0,7296,190827,161926
28223,0,0,7297,190827,161926
28224,0,0,7298,190827,161926
28225,0,0,7299,190827,161926
28226,0,0,7300,190827,161926
28227,0,0,7301,190827,161926
28228,0,0,7302,190827,161926
28229,0,0,7303,190827,161926
28230,0,0,7304,190827,161926
28231,0,0,7305,190827,161926
28232,0,0,7306,190827,161926
28233,0,0,7307,190827,161926
28234,0,0,7308,190827,161926
28235,0,0,7309,190827,161926
28236,0,0,7310,190827,161926
28237,0,0,7311,190827,161926
28238,0,0,7312,190827,161926
28239,0,0,7313,190827,161926
28240,0,0,7314,190827,161926
28241,0,0,7315,190827,161926
28242,0,0,7316,190827,161926
28243,0,0,7317,190827,161926
28244,0,0,7318,190827,161926
28245,0,0,7319,190827,161926
28246,0,0,7320,190827,161926
28247,0,0,7321,190827,161926
28248,0,0,7322,190827,161926
28249,0,0,7323,190827,161926
28250,0,0,7324,190827,161926
28251,0,0,7325,190827,161926
28252,0,0,7326,190827,161926
28253,0,0,7327,190827,161926
28254,0,0,7328,190827,161926
28255,0,0,7329,190827,161926
28256,0,0,7330,190827,161926
28257,0,0,7331,190827,161926
28258,0,0,7332,190827,161926
28259,0,0,7333,190827,161926
28260,0,0,7334,190827,161926
28261,0,0,7335,190827,161926
28262,0,0,7336,190827,161926
28263,0,0,7337,190827,161926
28264,0,0,7338,190827,161926
28265,0,0,7339,190827,161926
28266,0,0,7340,190827,161926
28267,0,0,7341,190827,161926
28268,0,0,7342,190827,161926
28269,0,0,7343,190827,161926
28270,0,0,7344,190827,161926
28271,0,0,7345,190827,161926
28272,0,0,7346,190827,161926
28273,0,0,7347,190827,161926
28274,0,0,7348,190827,161926
28275,0,0,7349,190827,161926
28276,0,0,7350,190827,161926
28277,0,0,7351,190827,161926
28278,0,0,7352,190827,161926
28279,0,0,7353,190827,161926
28280,0,0,7354,190827,161926
28281,0,0,7355,190827,161926
28282,0,0,7356,190827,161926
28283,0,0,7357,190827,161926
28284,0,0,7358,190827,161926
28285,0,0,7359,190827,161926
28286,0,0,7360,190827,161926
28287,0,0,7361,190827,161926
28288,0,0,7362,190827,161926
28289,0,0,7363,190827,161926
28290,0,0,7364,190827,161926
28291,0,0,7365,190827,161926
28292,0,0,7366,190827,161926
28293,0,0,7367,190827,161926
28294,0,0,7368,190827,161926
28295,0,0,7369,190827,161926
28296,0,0,7370,190827,161926
28297,0,0,7371,190827,161926
28298,0,0,7372,190827,161926
28299,0,0,7373,190827,161926
28300,0,0,7374,190827,161926
28301,0,0,7375,190827,161926
28302,0,0,7376,190827,161926
28303,0,0,7377,190827,161926
28304,0,0,7378,190827,161926
28305,0,0,7379,190827,161926
28306,0,0,7380,190827,161926
28307,0,0,7381,190827,161926
28308,0,0,7382,190827,161926
28309,0,0,7383,190827,161926
28310,0,0,7384,190827,161926
28311,0,0,7385,190827,161926
28312,0,0,7386,190827,161926
28313,0,0,7387,190827,161926
28314,0,0,7388,190827,161926
28315,0,0,7389,190827,161926
28316,0,0,7390,190827,161926
28317,0,0,7391,190827,161926
28318,0,0,7392,190827,161926
28319,0,0,7393,190827,161926
28320,0,0,7394,190827,161926
28321,0,0,7395,190827,161926
28322,0,0,7396,190827,161926
28323,0,0,7397,190827,161926
28324,0,0,7398,190827,161926
28325,0,0,7399,190827,161926
28326,0,0,7400,190827,161926
28327,0,0,7401,190827,161926
28328,0,0,7402,190827,161926
28329,0,0,7403,190827,161926
28330,0,0,7404,190827,161926
28331,0,0,7405,190827,161926
28332,0,0,7406,190827,161926
28333,0,0,7407,190827,161926
28334,0,0,7408,190827,161926
28335,0,0,7409,190827,161926
28336,0,0,7410,190827,161926
28337,0,0,7411,190827,161926
28338,0,0,7412,190827,161926
28339,0,0,7413,190827,161926
28340,0,0,7414,190827,161926
28341,0,0,7415,190827,161926
28342,0,0,7416,190827,161926
28343,0,0,7417,190827,161926
28344,0,0,7418,190827,161926
28345,0,0,7419,190827,161926
28346,0,0,7420,190827,161926
28347,0,0,7421,190827,161926
28348,0,0,7422,190827,161926
28349,0,0,7423,190827,161926
28350,0,0,7424,190827,161926
28351,0,0,7425,190827,161926
28352,0,0,7426,190827,161926
28353,0,0,7427,190827,161926
28354,0,0,7428,190827,161926
28355,0,0,7429,190827,161926
28356,0,0,7430,190827,161926
28357,0,0,7431,190827,161926
28358,0,0,7432,190827,161926
28359,0,0,7433,190827,161926
28360,0,0,7434,190827,161926
28361,0,0,7435,190827,161926
28362,0,0,7436,190827,161926
28363,0,0,7437,190827,161926
28364,0,0,7438,190827,161926
28365,0,0,7439,190827,161926
28366,0,0,7440,190827,161926
28367,0,0,7441,190827,161926
28368,0,0,7442,190827,161926
28369,0,0,7443,190827,161926
28370,0,0,7444,190827,161926
28371,0,0,7445,190827,161926
28372,0,0,7446,190827,161926
28373,0,0,7447,190827,161926
28374,0,0,7448,190827,161926
28375,0,0,7449,190827,161926
28376,0,0,7450,190827,161926
28377,0,0,7451,190827,161926
28378,0,0,7452,190827,161926
28379,0,0,7453,190827,161926
28380,0,0,7454,190827,161926
28381,0,0,7455,190827,161926
28382,0,0,7456,190827,161926
28383,0,0,7457,190827,161926
28384,0,0,7458,190827,161926
28385,0,0,7459,190827,161926
28386,0,0,7460,190827,161926
28387,0,0,7461,190827,161926
28388,0,0,7462,190827,161926
28389,0,0,7463,190827,161926
28390,0,0,7464,190827,161926
28391,0,0,7465,190827,161926
28392,0,0,7466,190827,161926
28393,0,0,7467,190827,161926
28394,0,0,7468,190827,161926
28395,0,0,7469,190827,161926
28396,0,0,7470,190827,161926
28397,0,0,7471,190827,161926
